Crash_ID,Crash_Fatal_Fl,Cmv_Involv_Fl,Schl_Bus_Fl,Rr_Relat_Fl,Medical_Advisory_Fl,Amend_Supp_Fl,Active_School_Zone_Fl,Crash_Date,Crash_Time,Case_ID,Local_Use,Rpt_CRIS_Cnty_ID,Rpt_City_ID,Rpt_Outside_City_Limit_Fl,Thousand_Damage_Fl,Rpt_Latitude,Rpt_Longitude,Rpt_Rdwy_Sys_ID,Rpt_Hwy_Num,Rpt_Hwy_Sfx,Rpt_Road_Part_ID,Rpt_Block_Num,Rpt_Street_Pfx,Rpt_Street_Name,Rpt_Street_Sfx,Private_Dr_Fl,Toll_Road_Fl,Crash_Speed_Limit,Road_Constr_Zone_Fl,Road_Constr_Zone_Wrkr_Fl,Rpt_Street_Desc,At_Intrsct_Fl,Rpt_Sec_Rdwy_Sys_ID,Rpt_Sec_Hwy_Num,Rpt_Sec_Hwy_Sfx,Rpt_Sec_Road_Part_ID,Rpt_Sec_Block_Num,Rpt_Sec_Street_Pfx,Rpt_Sec_Street_Name,Rpt_Sec_Street_Sfx,Rpt_Ref_Mark_Offset_Amt,Rpt_Ref_Mark_Dist_Uom,Rpt_Ref_Mark_Dir,Rpt_Ref_Mark_Nbr,Rpt_Sec_Street_Desc,Rpt_CrossingNumber,Wthr_Cond_ID,Light_Cond_ID,Entr_Road_ID,Road_Type_ID,Road_Algn_ID,Surf_Cond_ID,Traffic_Cntl_ID,Investigat_Notify_Time,Investigat_Notify_Meth,Investigat_Arrv_Time,Report_Date,Investigat_Comp_Fl,ORI_Number,Investigat_Agency_ID,Investigat_Area_ID,Investigat_District_ID,Investigat_Region_ID,Bridge_Detail_ID,Harm_Evnt_ID,Intrsct_Relat_ID,FHE_Collsn_ID,Obj_Struck_ID,Othr_Factr_ID,Road_Part_Adj_ID,Road_Cls_ID,Road_Relat_ID,Phys_Featr_1_ID,Phys_Featr_2_ID,Cnty_ID,City_ID,Latitude,Longitude,Hwy_Sys,Hwy_Nbr,Hwy_Sfx,Dfo,Street_Name,Street_Nbr,Control,Section,Milepoint,Ref_Mark_Nbr,Ref_Mark_Displ,Hwy_Sys_2,Hwy_Nbr_2,Hwy_Sfx_2,Street_Name_2,Street_Nbr_2,Control_2,Section_2,Milepoint_2,Txdot_Rptable_Fl,Onsys_Fl,Rural_Fl,Crash_Sev_ID,Pop_Group_ID,Located_Fl,Day_of_Week,Hwy_Dsgn_Lane_ID,Hwy_Dsgn_Hrt_ID,Hp_Shldr_Left,Hp_Shldr_Right,Hp_Median_Width,Base_Type_ID,Nbr_Of_Lane,Row_Width_Usual,Roadbed_Width,Surf_Width,Surf_Type_ID,Curb_Type_Left_ID,Curb_Type_Right_ID,Shldr_Type_Left_ID,Shldr_Width_Left,Shldr_Use_Left_ID,Shldr_Type_Right_ID,Shldr_Width_Right,Shldr_Use_Right_ID,Median_Type_ID,Median_Width,Rural_Urban_Type_ID,Func_Sys_ID,Adt_Curnt_Amt,Adt_Curnt_Year,Adt_Adj_Curnt_Amt,Pct_Single_Trk_Adt,Pct_Combo_Trk_Adt,Trk_Aadt_Pct,Curve_Type_ID,Curve_Lngth,Cd_Degr,Delta_Left_Right_ID,Dd_Degr,Feature_Crossed,Structure_Number,I_R_Min_Vert_Clear,Approach_Width,Bridge_Median_ID,Bridge_Loading_Type_ID,Bridge_Loading_In_1000_Lbs,Bridge_Srvc_Type_On_ID,Bridge_Srvc_Type_Under_ID,Culvert_Type_ID,Roadway_Width,Deck_Width,Bridge_Dir_Of_Traffic_ID,Bridge_Rte_Struct_Func_ID,Bridge_IR_Struct_Func_ID,CrossingNumber,RRCo,Poscrossing_ID,WDCode_ID,Standstop,Yield,Incap_Injry_Cnt,Nonincap_Injry_Cnt,Poss_Injry_Cnt,Non_Injry_Cnt,Unkn_Injry_Cnt,Tot_Injry_Cnt,Death_Cnt,MPO_ID,Investigat_Service_ID,Investigat_DA_ID,Investigator_Narrative
13142486,N,N,N,N,N,N,N,2/18/2013,6:51 PM,13007151,,43,302,N,Y,,,19,,,1,200,N,MURPHY,RD,N,N,45,N,N,200 BLOCK NORTH MURPHY ROAD,Y,19,,,1,100,,TOM CLEVENGER,,,,,,,,11,3,2,1,1,1,1,6:51 PM,DISPATCHED,6:55 PM,2/18/2013,Y,TX0431800,1820,,,,8,2,2,22,64,42,1,3,1,21,21,43,302,33.02031314,-96.61259758,FM,2551,,6.007,FM2551,240,2056,1,12.559,250,-0.023,,,,TOM CLEVENGER DR,,,,,Y,Y,N,3,5,Y,MON,2,0,1,1,0,2,2,70,24,22,4,0,0,2,1,5,2,1,5,0,0,4,16,12654,2014,12654,2.1,4.9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,0,1,0,282,,,
13142603,N,N,N,N,N,N,N,2/19/2013,4:19 PM,,,27,60,N,Y,,,19,,,1,500,E,POLK,ST,N,N,35,N,N,,N,19,,,1,100,,WOOD,ST,,,,,,,11,1,0,3,1,1,1,4:20 PM,BCSO-DISPATCH,4:21 PM,2/19/2013,Y,TX0270100,187,,,,8,2,3,10,64,14,1,2,1,32,21,27,60,30.75918081,-98.22341115,SH,29,,98.689,SH0029,504,151,1,0.318,520,-0.686,,,,,,,,,Y,Y,N,3,4,Y,TUE,2,0,0,0,0,2,4,100,48,48,4,0,1,1,0,0,1,0,0,0,0,2,12,15672,2014,15672,8.3,5.3,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,90,,,
13142689,N,N,N,N,N,N,N,2/14/2013,5:43 PM,130021168,0,101,1666,Y,Y,,,19,,,1,1700,,SPRING CYPRESS RD,RD,N,N,40,N,N,,N,4,2920,,,,,FM 2920,,,,,,,,11,1,0,,1,1,11,5:46 PM,DISPATCHED,5:50 PM,2/14/2013,Y,TX1010000,1419,74,4,5,8,2,4,22,64,42,1,4,1,21,21,101,1666,30.07193568,-95.44171913,,,,,SPRING CYPRESS RD,1797,,,,,,,,,,,,,,Y,N,Y,3,0,Y,THU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,15,,,
13142761,N,N,N,N,N,N,N,2/25/2013,6:00 PM,,,178,1743,Y,Y,27.68735999,-97.45126,4,43,,1,,,NOT REPORTED,,N,N,70,N,N,,N,3,286,,,,,NOT REPORTED,,,,,,,,6,5,0,1,1,1,8,6:04 PM,DISPATCH,6:33 PM,2/25/2013,Y,,10000,17,112,1,8,2,2,22,64,42,1,3,1,21,21,178,1743,27.68823304,-97.45448912,FM,43,,6.098,FM0043,8702,1557,1,6.216,558,0.212,SH,286,,SH0286,,,,,Y,Y,Y,5,0,Y,MON,2,0,3,3,0,2,2,100,42,36,2,0,0,2,3,5,2,3,5,0,0,1,2,9373,2014,9373,4.9,3.9,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,96,,,
13142865,N,N,N,N,N,N,N,2/17/2013,6:58 PM,13-00402,,101,447,N,Y,,,1,45,,2,19300,,IH 45 E FR,FWY,N,N,50,N,N,,N,19,,,1,1100,W,BAY AREA,BLVD,,,,,,,11,4,0,,1,1,20,7:00 PM,DISPATCHED,7:06 PM,2/18/2013,Y,TX1012500,2391,,,,8,2,3,10,98,14,2,1,1,32,21,101,447,,,IH,45,,,IH0045,,,,,,,,,,,,,,,Y,Y,N,5,5,N,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,,,,
13142887,N,N,N,N,N,N,N,2/16/2013,2:29 PM,2013-001871,,235,440,N,Y,,,19,,,2,8000,NE,ZAC LENTZ,PKWY,N,N,55,N,N,,N,19,,,1,100,,MALLETTE,DR,,,,,,,11,1,0,2,1,1,20,1:59 PM,VPD RADIO DISPATCH,2:02 PM,2/16/2013,Y,TX2350100,2366,,8,78,8,2,4,21,64,9,2,2,1,21,21,235,440,28.86298772,-97.00693045,US,77,,333.027,US0077,,2350,1,0.586,,,,,,,,,,,Y,Y,N,5,7,Y,SAT,5,0,4,10,10,2,4,620,76,48,4,0,0,2,8,5,2,20,5,2,2,3,12,8136,2014,8136,5.6,10.8,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,363,,,
13142945,N,N,N,N,N,N,N,2/13/2013,7:30 PM,2013-503807,,188,12,N,Y,,,19,,,1,1100,S,GRAND,ST,N,N,35,N,N,,Y,19,,,1,3500,SE,11TH,AVE,,,,,,,11,4,98,,1,1,8,7:55 PM,DISPATCH,8:00 PM,2/13/2013,N,TX1880100,33,,,105,8,2,1,10,64,54,1,5,1,21,21,188,12,35.19919405,-101.7954112,,,,,S GRAND ST,1101,,,,,,,,,SE 11TH AVE,,,,,Y,N,N,5,8,Y,WED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,0,0,0,120,,,
13143111,N,N,N,N,N,N,N,2/18/2013,1:39 PM,02-13-01051,,108,4,N,N,,,2,83,,2,1211,E,FRONTAGE RD,RD,N,N,50,N,N,1211 EAST FRONTAGE ROAD,N,4,907,,1,500,N,FM 907,RD,,,,,500 BLOCK NORTH FM 907,,11,1,0,3,1,1,8,1:39 PM,RADIO,1:40 PM,2/18/2013,Y,TX1080100,15,,46,64,8,2,3,10,64,14,2,2,1,32,21,108,4,26.18404465,-98.12468497,BU,83,S,19.916,BU0083S,1174,39,4,3.701,518,-0.046,,,,,,,,,N,Y,N,5,5,Y,MON,2,0,0,12,0,2,4,90,79,64,4,1,2,1,0,0,2,12,5,0,0,4,14,8412,2014,8412,1.3,0.2,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,230,,,
13143272,N,N,N,N,N,N,N,2/12/2013,11:10 PM,,,101,208,N,Y,29.86302,-95.6077,19,,,1,,W,LITTLE YORK,RD,N,N,45,N,N,,N,19,,,,,N,ELDRIDGE,PKWY,,,,,,,12,4,0,,1,1,20,11:32 PM,JOHNATHAN LAAKE,12:32 AM,2/13/2013,Y,,10000,12,35,1,8,2,2,22,64,38,1,5,1,21,21,101,1666,29.86305479,-95.60786497,,,,,W LITTLE YORK RD,13188,,,,,,,,,N ELDRIDGE PKWY,,,,,Y,N,Y,5,0,Y,TUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,0,0,0,15,,,
13143635,N,N,N,N,N,N,N,2/21/2013,10:15 PM,,,107,1672,Y,Y,32.25262999,-95.98397,6,2329,,1,,,NOT REPORTED,,N,N,70,N,N,,N,15,2807,,,,,NOT REPORTED,,,,,,,,11,3,0,1,2,1,12,10:24 PM,DISPATCHED BY HCSO,10:36 PM,2/21/2013,Y,,10000,15,28,1,8,6,4,1,64,54,1,3,1,21,21,107,1672,32.25258201,-95.98298018,RM,2329,,3.458,RM2329,12174,2196,1,3.274,638,-0.693,,,,,,,,,Y,Y,Y,3,0,Y,THU,2,0,2,2,0,2,2,100,30,24,2,0,0,2,2,5,2,2,5,0,0,1,7,1220,2014,1220,12.8,3,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,,,,
13143697,N,N,N,N,N,N,N,2/23/2013,7:20 PM,0023017013F,,101,208,N,Y,,,19,,,1,1600,,FOUNTAIN VIEW,DR,N,N,30,N,N,CONCRETE ROAD,Y,19,,,1,,,SAN FELIPE,ST,,,,,,,11,1,4,,1,1,5,7:38 PM,DISPATCHED,7:48 PM,2/23/2013,Y,TXHPD0000,2469,18,106,54,8,2,1,34,64,54,1,5,1,21,21,101,208,29.74982481,-95.48610306,,,,,FOUNTAIN VIEW DR,,,,,,,,,,SAN FELIPE ST,,,,,Y,N,N,3,9,Y,SAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0,0,3,0,15,,,
13143726,N,Y,N,N,N,N,N,2/26/2013,10:38 AM,,,45,1610,Y,Y,29.69358,-96.60005,1,10,,2,,,NOT REPORTED,,N,N,55,N,N,,N,,,,,,,NOT REPORTED,,0.2,M,W,693,,,11,1,0,2,2,1,17,10:40 AM,CCSO - RADIO,10:48 AM,2/26/2013,Y,,10000,15,52,1,8,2,4,21,64,9,2,1,1,21,21,45,1610,29.69341859,-96.60074498,IH,10,,691.443,IH0010,,535,8,15.113,693,-0.2,,,,NOT REPORTED,,,,,Y,Y,Y,5,0,Y,TUE,5,0,4,10,60,9,4,300,76,47,6,0,0,2,8,5,2,21,5,2,52,1,1,28686,2014,28686,2.3,3.5,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,,,,
13143895,N,N,N,N,N,N,N,2/24/2013,2:48 AM,44881A,,57,107,N,Y,,,19,,,1,3000,E,LEDBETTER,DR,N,N,35,N,N,,N,19,,,,4800,,BONNIE VIEW,RD,,,,,,,12,4,0,2,1,1,1,2:51 AM,DISPATCHED,3:01 AM,2/24/2013,Y,TX0000006,2471,,,113,8,7,4,1,21,54,1,2,2,21,21,57,107,32.69579407,-96.76886304,SL,12,,44.29,SL0012,,581,1,25.25,628,0.705,,,,,,,,,Y,Y,N,3,9,Y,SUN,3,0,0,0,14,3,6,125,72,66,5,1,1,1,0,0,1,0,0,1,14,4,14,21759,2014,21759,2.3,0.4,2.7,1,154,2,1,16,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,282,,,
13144045,N,N,N,N,N,N,N,2/17/2013,10:45 AM,130480710,,227,22,N,Y,,,19,,,1,,E,32ND,ST,N,N,0,N,N,,Y,1,35,,,,N,SB SVC,RD,,,,,,,11,1,4,2,1,1,5,10:46 AM,DISPATCH,11:15 AM,2/17/2013,Y,TX2270100,74,129,10,14,8,7,2,2,21,54,1,1,2,21,21,227,22,30.28919539,-97.72326549,IH,35,,235.849,IH0035,,15,13,19.431,236,0.397,,,,E 32ND ST,,,,,Y,Y,N,5,9,Y,SUN,5,0,2,10,7,2,8,310,182,96,4,0,0,2,20,5,2,40,5,2,3,4,11,180878,2014,180878,3.3,9.4,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,90,,,
13144078,N,N,N,N,N,N,N,2/13/2013,8:19 AM,13-0440537,,227,22,N,Y,,,19,,,1,12300,,DESSAU,RD,N,N,50,N,N,,Y,19,,,,1700,,PARMER,LN,,,,,,,11,1,4,2,1,1,5,8:19 AM,DISPATCH,8:19 AM,2/13/2013,Y,TX2270100,74,1,114,143,8,2,1,34,64,54,1,3,1,21,21,227,22,30.38708413,-97.64859242,FM,734,,14.095,FM0734,,3417,3,2.446,434,0.329,,,,DESSAU RD,,,,,Y,Y,N,3,9,Y,WED,3,0,2,10,20,2,6,200,94,66,4,2,2,2,4,5,2,20,5,1,16,4,14,25921,2014,25921,1.3,1.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,90,,,
13144082,N,N,N,N,N,N,N,2/13/2013,3:22 PM,13-0441296,,227,22,N,N,,,19,,,1,1400,W,WELLS BRANCH,PKWY,N,N,45,N,N,,N,4,1825,,,,,NOT REPORTED,,,,,,,,11,1,0,,1,1,1,3:22 PM,DISPATCHED,3:29 PM,2/13/2013,Y,TX2270100,74,,114,143,8,2,3,10,64,14,1,5,1,32,21,227,22,30.44088351,-97.66342456,,,,,WELLS BRANCH PKWY,1400,,,,,,,,,,,,,,Y,N,N,2,9,Y,WED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,90,,,
13144136,N,N,N,N,N,N,N,2/11/2013,6:00 PM,130421284,,227,22,N,Y,,,1,35,,1,1600,S,SB,,N,N,60,N,N,,N,19,,,,,,RIVERSIDE,DR,,,,,,,12,1,0,2,1,1,20,6:00 PM,DISPATCH,6:11 PM,2/11/2013,Y,TX2270100,74,291,88,291,8,2,4,22,64,42,1,1,1,21,21,227,22,30.24739389,-97.73520823,IH,35,,232.793,IH0035,,15,13,16.401,233,0.36,,,,,,,,,Y,Y,N,3,9,Y,MON,5,0,2,10,7,2,6,300,96,72,4,0,0,2,4,5,2,20,5,2,3,4,11,197636,2014,197636,3.3,9.4,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,0,1,0,90,,,
13144383,N,N,N,N,N,N,N,2/14/2013,7:19 PM,1300004564,,112,415,N,Y,,,3,154,,1,1000,,GILMER,ST,N,N,35,N,N,,N,19,,,1,100,,LINDA,DR,,,,,,,11,1,0,3,1,1,8,7:20 PM,DISPATCHED,7:22 PM,2/14/2013,Y,TX1120200,2193,,8,36,8,2,2,22,64,38,1,2,1,21,21,112,415,33.12256882,-95.5966226,SH,154,,22.057,SH0154,,83,3,1.116,672,-1.772,,,,LINDA DR,,,,,Y,Y,N,5,5,Y,THU,2,0,8,8,0,9,4,100,63,47,5,2,2,2,8,2,2,8,2,0,0,2,14,12443,2014,12443,5.3,20.3,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,,,,
13144504,N,N,N,N,N,N,N,1/11/2013,7:05 AM,13NP002754,,220,312,N,N,,,19,,,1,8200,,NORTH TARRANT,PKWY,N,N,45,N,N,,N,19,,,1,8200,,SMITHFIELD,DR,,,,,,,11,1,0,,1,1,20,11:30 AM,DISPATCH,11:35 AM,2/19/2013,N,TX2202100,1860,,,,8,7,4,1,21,35,1,5,2,21,21,220,312,32.90027294,-97.21391625,,,,,N TARRANT PKWY,7712,,,,,,,,,,,,,,N,N,N,0,7,Y,FRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,282,,,
13144680,N,N,N,N,N,N,N,2/22/2013,10:50 AM,0022445213H,,101,208,N,Y,,,2,59,,2,15100,N,EASTEX SER W,FWY,N,N,50,N,N,CONCRETE,Y,12,8,,2,,N,SAM HOUSTON,PKWY,,,,,,,12,1,0,,1,1,5,10:57 AM,HPD DISPATCHER,11:16 AM,2/25/2013,Y,TXHPD0000,2469,14,124,113,8,2,1,10,64,54,2,2,1,21,21,101,208,29.93972476,-95.29676309,,,,,HIGHWAY 59 N,,,,,,,SL,8,,SL0008,,,,,Y,N,N,3,9,Y,FRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,3,0,1,0,15,,,
13144801,N,N,N,N,N,N,N,2/1/2013,12:03 PM,,,14,1579,Y,Y,31.01872,-97.35305,15,,,1,,,OLD 95,,N,N,60,N,N,,Y,15,,,1,,,CHIMNEY HILL,DR,,,,,,,11,1,2,,5,1,12,12:07 PM,BELL COUNTY COMMUNIC,12:19 PM,2/4/2013,Y,TX014013N,10000,7,119,1,8,7,4,1,62,54,1,4,2,21,21,14,1579,31.01861462,-97.35310252,,,,,OLD HIGHWAY 95,8001,,,,,,,,,,,,,,Y,N,Y,5,0,Y,FRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,277,,,
13144916,N,N,N,N,N,N,N,2/15/2013,12:12 AM,13-005098,,240,254,N,Y,,,19,,,1,2300,E,PLUM,,N,N,30,N,N,PAVED,Y,19,,,1,3000,,JARVIS,AVE,,,,,PAVED,,11,4,4,,1,1,8,12:12 PM,ON SCENE,12:12 PM,2/15/2013,Y,TX2400100,1644,,,39,8,2,1,10,64,3,1,5,1,21,21,240,254,27.52409538,-99.47312215,,,,,E PLUM ST,2301,,,,,,,,,N JARVIS AVE,,,,,Y,N,N,3,8,Y,FRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,205,,,
13144965,N,N,N,N,N,N,N,2/7/2013,4:57 AM,2013-00016085,,31,189,N,N,,,19,,,1,714,W,FILMORE,AVE,N,N,30,N,N,714 W FILMOREAVE,N,19,,,1,,S,F,ST,,,,,,,11,3,2,,1,1,1,4:58 AM,DISPATCHED,5:03 AM,2/7/2013,Y,TX0310300,1417,,,194,8,4,4,1,64,3,1,5,1,21,21,31,189,26.18640539,-97.70234452,,,,,W FILMORE AVE,713,,,,,,,,,,,,,,N,N,N,5,7,Y,THU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,201,,,
13145046,N,N,N,N,N,N,N,2/18/2013,5:35 PM,13-3110,,221,2,N,Y,,,19,,,1,3200,S,1ST,ST,N,N,35,N,N,,Y,19,,,1,100,S,WILLIS,ST,,,,,,,11,1,4,3,1,1,6,5:35 PM,DROVE UP TO SCENE,5:35 PM,2/18/2013,Y,TX2210100,10,,,,8,2,1,10,64,54,1,2,1,21,21,221,2,32.45088638,-99.76395171,BI,20,R,1.303,BI0020R,3298,6,18,5.192,416,-0.897,,,,S WILLIS ST,,,,,Y,Y,N,5,8,Y,MON,2,0,0,0,0,2,4,94,62,62,4,1,0,1,0,0,1,0,0,0,0,3,14,13382,2014,13382,2.3,1.2,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,166,,,
13145054,N,N,N,N,N,N,N,2/19/2013,1:44 PM,13-3171,,221,2,N,Y,,,2,277,,3,100,,NOT REPORTED,,N,N,60,N,N,,N,19,,,1,5100,,LAMESA,AVE,,,,,,,12,1,0,,4,1,20,1:51 PM,HEADQUARTERS,1:52 PM,2/19/2013,Y,2210100,10,,,,8,10,4,1,1,54,3,2,2,21,21,221,2,,,US,277,,,US0277,,,,,,,,,,,,,,,Y,Y,N,3,8,N,TUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,,,,
13145084,N,N,N,N,N,N,N,2/1/2013,7:59 PM,13-003548,,240,254,N,N,,,2,83,,1,2300,S,US HIGHWAY 83,,N,N,35,N,N,,N,19,,,1,,,MONTERREY,ST,,,,,,,11,4,0,2,2,1,20,8:03 PM,RADIO DISPATCHED,8:07 PM,2/1/2013,N,TX2400100,1644,,,40,8,2,4,20,64,9,1,2,1,21,21,240,254,27.47705245,-99.47448367,US,83,,692.096,US0083,,38,1,2.937,720,1.006,,,,,,,,,Y,Y,N,3,8,Y,FRI,3,0,0,9,4,2,4,120,86,48,4,0,2,1,0,0,2,18,5,1,4,4,14,31323,2014,31323,3.9,16.7,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,3,0,1,0,205,,,
13145342,N,N,N,N,N,N,N,2/14/2013,4:21 PM,2013-3797,,101,325,N,Y,,,19,,,1,200,,PRESTON,,N,N,35,N,N,,Y,19,,,1,3000,,DARLING,,,,,,,,11,1,2,,1,1,8,4:31 PM,POLICE DISPATCH,4:31 PM,2/14/2013,Y,TX1011500,1912,30,26,41,8,2,1,10,64,54,1,5,1,21,21,101,325,29.70928481,-95.17149314,,,,,PRESTON RD,,,,,,,,,,DARLING ST,,,,,Y,N,N,5,8,Y,THU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,15,,,
13145449,N,N,N,N,N,N,N,2/15/2013,4:28 PM,T13-01330,,19,427,N,Y,,,4,2240,,1,2700,,MOORES,LN,N,N,40,Y,N,,N,19,,,,100,,ELI,ST,,,,,,,11,1,0,,1,1,1,4:32 PM,RADIO DISPATCH,4:37 PM,2/15/2013,Y,TX190500,2230,114,8,35,8,2,2,22,64,49,1,3,1,21,21,19,427,,,FM,2240,,,FM2240,,,,,,,,,,ELI ST,,,,,Y,Y,N,5,6,N,FRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,0,0,0,,,,
13145775,N,N,N,N,N,N,N,2/26/2013,8:30 AM,0024198313O,,101,208,N,Y,,,1,10,,1,1300,W,KATY,FWY,N,N,60,N,N,CONCRETE,N,1,45,,,,N,NORTH FWY ENT,,,,,,,,12,1,0,2,1,1,20,8:37 AM,HPD DISPATCHER,8:42 AM,2/27/2013,Y,TXHPD0000,2469,16,121,33,8,2,4,20,64,42,1,1,1,21,21,101,208,29.77663642,-95.36951172,IH,10,,767.071,IH0010,,271,7,27.142,768,0.497,,,,,,,,,Y,Y,N,5,9,Y,TUE,5,0,10,10,40,9,8,320,136,96,5,0,0,2,20,5,2,20,5,2,20,4,11,143100,2014,143100,2.8,3.6,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,15,,,
13145801,N,N,N,N,N,N,N,2/21/2013,8:15 PM,,,91,1656,Y,Y,33.43815,-96.42075,4,121,,1,,,NOT REPORTED,,N,N,55,N,N,,N,15,,,,,,CHESTNUT,RD,,,,,,,11,3,0,1,1,1,11,8:18 PM,SHERMAN DPS,9:10 PM,2/25/2013,Y,,10000,12,103,1,8,6,4,1,64,54,1,3,1,21,21,91,1656,33.43927276,-96.41545902,FM,121,,32.441,FM0121,,729,2,10.074,610,0.287,,,,,,,,,Y,Y,Y,5,0,Y,THU,2,0,0,0,0,2,2,80,26,24,3,0,0,1,0,0,1,0,0,0,0,1,7,4344,2014,4344,7.5,6,13.4,1,150,3,2,23,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,,,,
13145803,N,N,N,N,N,N,N,2/26/2013,9:50 AM,13023437,,31,53,N,Y,,,8,77,,7,1628,,CENTRAL,BLVD,Y,N,5,N,N,,N,8,77,,,1600,,CENTRAL,BLVD,,,,,,,12,1,0,,1,1,1,10:01 AM,DISPATCHED,10:05 AM,2/26/2013,Y,TX0310100,172,,211,27,8,4,4,3,64,4,7,9,5,33,21,31,53,,,,,,,BU0077,,,,,,,,,,,,,,,N,Y,N,5,8,N,TUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,,,,
13145936,N,N,N,N,N,N,N,2/26/2013,5:30 PM,0024418813J,,101,208,N,Y,,,19,,,1,600,W,27TH,ST,N,N,35,N,N,CONCRETE,Y,19,,,1,2700,N,SHEPHERD,DR,,,,,,,11,1,0,,1,1,8,5:42 PM,DISPATCHED,5:47 PM,2/26/2013,Y,TXHPD0000,2469,18,121,33,8,2,1,10,64,54,1,5,1,21,21,101,208,29.81090479,-95.41029308,,,,,W 27TH ST,698,,,,,,,,,N SHEPHERD DR,,,,,Y,N,N,5,9,Y,TUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,0,0,0,15,,,
13145968,N,N,N,N,N,N,N,2/25/2013,6:45 PM,,,184,1749,Y,Y,32.72743,-97.86683,1,20,,2,,,NOT REPORTED,,N,N,40,N,N,,Y,15,,,1,,,COY,RD,,,,,,,11,5,2,2,2,2,11,6:52 PM,DPS MINERAL WELLS,7:16 PM,2/25/2013,Y,TXDPS1900,10000,12,118,1,8,2,1,14,64,54,2,1,1,21,21,184,1749,32.72798472,-97.86588268,IH,20,,403.126,IH0020,3081,314,7,15.213,404,-0.186,,,,COY RD,,,,,Y,Y,Y,2,0,Y,MON,5,0,6,10,36,3,4,350,80,48,6,0,0,2,16,5,2,16,5,2,20,1,1,28177,2014,28177,4.6,36,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,0,1,0,282,,,
