Crash_ID,Crash_Fatal_Fl,Cmv_Involv_Fl,Schl_Bus_Fl,Rr_Relat_Fl,Medical_Advisory_Fl,Amend_Supp_Fl,Active_School_Zone_Fl,Crash_Date,Crash_Time,Case_ID,Local_Use,Rpt_CRIS_Cnty_ID,Rpt_City_ID,Rpt_Outside_City_Limit_Fl,Thousand_Damage_Fl,Rpt_Latitude,Rpt_Longitude,Rpt_Rdwy_Sys_ID,Rpt_Hwy_Num,Rpt_Hwy_Sfx,Rpt_Road_Part_ID,Rpt_Block_Num,Rpt_Street_Pfx,Rpt_Street_Name,Rpt_Street_Sfx,Private_Dr_Fl,Toll_Road_Fl,Crash_Speed_Limit,Road_Constr_Zone_Fl,Road_Constr_Zone_Wrkr_Fl,Rpt_Street_Desc,At_Intrsct_Fl,Rpt_Sec_Rdwy_Sys_ID,Rpt_Sec_Hwy_Num,Rpt_Sec_Hwy_Sfx,Rpt_Sec_Road_Part_ID,Rpt_Sec_Block_Num,Rpt_Sec_Street_Pfx,Rpt_Sec_Street_Name,Rpt_Sec_Street_Sfx,Rpt_Ref_Mark_Offset_Amt,Rpt_Ref_Mark_Dist_Uom,Rpt_Ref_Mark_Dir,Rpt_Ref_Mark_Nbr,Rpt_Sec_Street_Desc,Rpt_CrossingNumber,Wthr_Cond_ID,Light_Cond_ID,Entr_Road_ID,Road_Type_ID,Road_Algn_ID,Surf_Cond_ID,Traffic_Cntl_ID,Investigat_Notify_Time,Investigat_Notify_Meth,Investigat_Arrv_Time,Report_Date,Investigat_Comp_Fl,ORI_Number,Investigat_Agency_ID,Investigat_Area_ID,Investigat_District_ID,Investigat_Region_ID,Bridge_Detail_ID,Harm_Evnt_ID,Intrsct_Relat_ID,FHE_Collsn_ID,Obj_Struck_ID,Othr_Factr_ID,Road_Part_Adj_ID,Road_Cls_ID,Road_Relat_ID,Phys_Featr_1_ID,Phys_Featr_2_ID,Cnty_ID,City_ID,Latitude,Longitude,Hwy_Sys,Hwy_Nbr,Hwy_Sfx,Dfo,Street_Name,Street_Nbr,Control,Section,Milepoint,Ref_Mark_Nbr,Ref_Mark_Displ,Hwy_Sys_2,Hwy_Nbr_2,Hwy_Sfx_2,Street_Name_2,Street_Nbr_2,Control_2,Section_2,Milepoint_2,Txdot_Rptable_Fl,Onsys_Fl,Rural_Fl,Crash_Sev_ID,Pop_Group_ID,Located_Fl,Day_of_Week,Hwy_Dsgn_Lane_ID,Hwy_Dsgn_Hrt_ID,Hp_Shldr_Left,Hp_Shldr_Right,Hp_Median_Width,Base_Type_ID,Nbr_Of_Lane,Row_Width_Usual,Roadbed_Width,Surf_Width,Surf_Type_ID,Curb_Type_Left_ID,Curb_Type_Right_ID,Shldr_Type_Left_ID,Shldr_Width_Left,Shldr_Use_Left_ID,Shldr_Type_Right_ID,Shldr_Width_Right,Shldr_Use_Right_ID,Median_Type_ID,Median_Width,Rural_Urban_Type_ID,Func_Sys_ID,Adt_Curnt_Amt,Adt_Curnt_Year,Adt_Adj_Curnt_Amt,Pct_Single_Trk_Adt,Pct_Combo_Trk_Adt,Trk_Aadt_Pct,Curve_Type_ID,Curve_Lngth,Cd_Degr,Delta_Left_Right_ID,Dd_Degr,Feature_Crossed,Structure_Number,I_R_Min_Vert_Clear,Approach_Width,Bridge_Median_ID,Bridge_Loading_Type_ID,Bridge_Loading_In_1000_Lbs,Bridge_Srvc_Type_On_ID,Bridge_Srvc_Type_Under_ID,Culvert_Type_ID,Roadway_Width,Deck_Width,Bridge_Dir_Of_Traffic_ID,Bridge_Rte_Struct_Func_ID,Bridge_IR_Struct_Func_ID,CrossingNumber,RRCo,Poscrossing_ID,WDCode_ID,Standstop,Yield,Incap_Injry_Cnt,Nonincap_Injry_Cnt,Poss_Injry_Cnt,Non_Injry_Cnt,Unkn_Injry_Cnt,Tot_Injry_Cnt,Death_Cnt,MPO_ID,Investigat_Service_ID,Investigat_DA_ID,Investigator_Narrative
13444222,N,Y,N,N,N,N,N,8/30/2013,8:20 PM,,,187,1752,Y,Y,30.87743,-94.84483,2,59,,1,,,NOT REPORTED,,N,N,75,N,N,,N,,,,,,,NOT REPORTED,,100,F,N,422,,,11,3,0,2,1,1,11,8:24 PM,DISPATCHED,8:25 PM,9/6/2013,Y,,10000,1,58,1,8,2,4,21,64,11,1,2,1,21,21,187,1752,30.86939193,-94.84842816,US,59,,217.216,US0059,,176,5,17.981,422,-100,,,,NOT REPORTED,,,,,Y,Y,Y,1,0,Y,FRI,3,0,4,10,38,9,4,240,76,48,6,0,0,2,8,5,2,20,5,3,30,1,2,17138,2014,17138,3.5,28,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,8,0,1,0,,,,
13444265,N,N,N,N,N,N,N,9/6/2013,12:07 PM,,,7,1572,Y,Y,29.04153,-98.43222,1,37,,1,,,NOT REPORTED,,N,N,75,N,N,,N,,,,,,,NOT REPORTED,,0.1,M,N,113,,,12,1,0,2,4,1,11,12:12 PM,ATASCOSA S.O.,12:32 PM,9/9/2013,Y,,10000,1,92,1,8,10,4,1,1,54,1,1,2,21,21,7,1572,29.03977666,-98.43192201,IH,37,,112.961,IH0037,,73,10,13.851,113,0.1,,,,NOT REPORTED,,,,,Y,Y,Y,3,0,Y,FRI,5,0,4,10,73,2,4,450,80,48,4,0,0,2,8,5,2,20,5,3,65,1,1,32876,2014,32876,4,24.4,28.4,1,507,0,1,13,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,,,,
13444300,Y,N,N,N,Y,Y,N,9/1/2013,6:41 PM,,,175,1740,Y,Y,32.17445999,-96.55789,4,1126,,1,,,NOT REPORTED,,N,N,55,N,N,,N,4,3383,,,,,NOT REPORTED,,,,,,,,11,1,98,1,1,1,11,6:46 PM,DISPATCH,6:49 PM,12/1/2013,Y,,10000,8,107,1,8,7,4,1,30,3,1,3,2,21,21,175,1740,32.16888107,-96.56775295,FM,1126,,6.176,FM1126,3053,1289,1,6.177,310,0.072,,,,,,,,,Y,Y,Y,4,0,Y,SUN,2,0,0,0,0,3,2,90,24,24,4,0,0,1,0,0,1,0,0,0,0,1,7,598,2014,598,2.8,3.6,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,,,
13444433,N,N,N,N,N,N,N,8/28/2013,2:39 PM,13-18478,,108,448,N,Y,,,2,83,,2,,E,U S HIGHWAY 83,HWY,N,N,50,N,N,,Y,19,,,1,,N,BRIDGE,ST,,,,,,,11,1,2,3,1,1,8,2:41 PM,DISPATCHED,2:43 PM,9/2/2013,Y,TX1081400,2396,,,35,8,2,1,10,64,3,2,2,1,21,21,108,448,26.15806421,-97.98257113,BU,83,S,28.945,BU0083S,,39,4,12.722,528,-0.813,,,,S BRIDGE AVE,,,,,Y,Y,N,3,6,Y,WED,2,0,0,9,0,2,4,95,70,50,4,2,2,1,0,0,2,9,5,0,0,4,14,12980,2014,12980,1.3,0.2,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,0,3,0,230,,,
13444461,N,N,N,N,N,N,N,9/10/2013,4:33 PM,13-09641,,61,259,N,Y,,,19,,,2,2600,N,121 TOLL NBFR,,N,N,50,N,N,FRONTAGE ROAD,N,19,,,,500,,ESSEX,BLVD,,,,,,,11,1,0,,2,1,20,4:35 PM,DISPATCHED,5:04 PM,9/11/2013,Y,TX0610600,1659,,,35,8,2,4,20,64,42,2,2,1,21,21,61,259,33.05732347,-96.9064185,,,,,E STATE HIGHWAY 121,2734,,,,,,,,,,,,,,Y,N,N,3,7,Y,TUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,3,0,1,0,282,,,
13444494,N,N,N,N,N,N,N,9/10/2013,3:55 PM,0113957413H,,101,208,N,N,,,19,,,1,1700,,WORMS,,N,N,30,N,N,ASPHALT,N,19,,,,3900,,OATS,RD,,,,,,,12,1,0,,1,1,20,4:02 PM,DISPATCHED,4:05 PM,9/10/2013,Y,TXHPD0000,2469,16,124,113,8,7,4,1,32,54,1,5,1,21,21,101,208,29.77803701,-95.33134561,,,,,WORMS ST,1808,,,,,,,,,,,,,,Y,N,N,3,9,Y,TUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,15,,,
13444511,N,N,N,N,N,N,N,9/9/2013,3:45 PM,SAPD13197978,5360B,15,379,N,Y,,,2,1604,,1,1700,W,1604,,N,N,55,N,N,PUBLIC ROADWAY,N,19,,,,10000,SW,MILITARY,DR,,,,,PUBLIC ROADWAY,,12,1,0,2,2,2,5,4:30 PM,DISPATCHED,4:35 PM,9/9/2013,Y,TXSPD0000,2473,,19,148,8,2,2,22,64,38,1,2,1,21,21,15,379,29.44820746,-98.71102431,SL,1604,,20.074,SL1604,,2452,1,19.71,508,0.038,,,,MILITARY DR W,,,,,Y,Y,N,3,9,Y,MON,4,0,2,10,80,2,4,340,80,48,4,0,0,2,12,5,2,20,5,3,68,4,12,12562,2014,12562,4,10.4,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,28,,,
13444556,N,N,N,N,N,N,N,9/10/2013,2:13 PM,,,28,1593,Y,Y,29.93928,-97.67253,2,183,,1,,,NOT REPORTED,,N,N,65,N,N,,N,15,221,,,,,ROLLING RIDGE,RD,,,,,,,12,1,0,,5,1,20,2:18 PM,CCSO,2:32 PM,9/10/2013,Y,,10000,19,22,1,8,7,4,1,20,3,1,2,4,21,21,28,1593,29.93928604,-97.67256799,,,,,US 183,,,,,,,,,,,,,,,Y,N,Y,5,0,Y,TUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,90,,,
13444623,N,N,N,N,N,N,N,9/11/2013,3:15 PM,1300024979,,3,272,N,Y,,,3,69,,1,1800,E,DENMAN,AVE,N,N,50,N,N,,N,19,,,,100,,SLACK,ST,,,,,,,11,1,4,,2,1,4,3:22 PM,DISPATCH,3:25 PM,9/11/2013,Y,TX0030400,1708,17,53,166,8,2,4,20,64,50,1,2,1,20,21,3,272,,,,,,,SH0069,,,,,,,,,,,,,,,Y,Y,N,5,6,N,WED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,,,,
13444788,N,N,N,N,N,N,N,9/10/2013,3:24 PM,233237A,,57,107,N,Y,,,11,12,,2,100,N,WALTON WALKER,BLVD,N,N,-1,N,N,,Y,19,,,1,5700,W,JEFFERSON,BLVD,,,,,SOUTH BOUND SERVICE ROAD,,11,1,2,2,1,1,5,3:42 PM,DISPATCHED,3:52 PM,9/10/2013,Y,TX0000006,2471,,,44,8,2,1,10,1,54,2,2,1,21,21,57,107,32.74776761,-96.91876732,SL,12,,8.428,SL0012,,581,2,13.336,594,0.425,SH,180,,SH0180,,,,,Y,Y,N,1,9,Y,TUE,5,0,14,10,57,3,6,400,120,72,5,0,0,2,24,5,2,24,5,3,33,4,12,125102,2014,125102,3.2,3.5,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,3,0,2,0,282,,,
13444867,Y,N,N,N,N,Y,N,9/6/2013,9:29 PM,,,191,1756,Y,Y,35.0668,-101.91882,1,27,,2,,,NOT REPORTED,,N,N,55,N,N,,Y,19,,,1,,,SCOTTSDALE,AVE,,,,,,,11,3,2,2,1,1,11,9:34 PM,DPS RADIO,9:38 PM,12/31/2013,Y,,10000,15,130,1,8,1,2,1,64,3,2,1,1,21,21,191,1756,35.06680414,-101.919146,IH,27,,113.632,IH0027,,168,9,5.012,113,0.389,FM,2219,,FM2219,,,,,Y,Y,Y,4,0,Y,FRI,5,0,6,10,49,2,4,300,80,48,5,0,0,2,12,5,2,20,5,3,37,1,1,39923,2014,39923,3.6,8.4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,0,0,1,120,,,
13444962,N,N,N,N,N,N,N,9/11/2013,12:55 PM,13-21518,,158,28,N,Y,,,3,35,,1,1900,,STATE HIGHWAY 35,HWY,N,N,30,N,N,,N,19,,,,2000,,AVENUE I,AVE,,,,,,,2,1,4,,1,2,8,12:56 PM,TELEPHONE,1:01 PM,9/12/2013,Y,TX1610100,93,,,35,8,2,2,22,64,42,1,2,1,21,21,158,28,,,SH,35,,,SH0035,,,,,,,,,,AVENUE I AVE,,,,,Y,Y,N,5,5,N,WED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,0,0,0,,,,
13445154,N,N,N,N,N,N,N,9/8/2013,2:37 AM,2013-76505,,108,283,N,Y,,,19,,,1,500,W,TAMARACK,AVE,N,N,35,N,N,,N,19,,,,2000,N,5TH,ST,,,,,,,11,3,0,,1,1,1,2:42 AM,DISPATCHED,2:49 AM,9/8/2013,Y,TX1080800,1753,,,35,8,4,4,1,64,54,1,5,1,21,21,108,283,26.22067072,-98.22158507,,,,,TAMARACK AVE,530,,,,,,,,,,,,,,Y,N,N,0,8,Y,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,230,,,
13445403,N,N,N,N,N,N,N,8/29/2013,9:37 AM,13-241088,,71,136,N,Y,31.73926,-106.3457,19,,,1,600,N,YARBROUGH,DR,N,N,30,N,N,"5 LANE, 2 WAY NORTH/SOUTH",Y,19,,,1,7900,,SAN PAULO,,,,,,"3 LANE, 2 WAY EAST/WEST",,2,1,0,,1,2,8,9:40 AM,DISPATCHED,9:51 AM,8/29/2013,Y,TX0710200,1259,,,160,8,2,1,10,64,54,1,5,1,21,21,71,136,31.74226485,-106.3458904,,,,,N YARBROUGH DR,,,,,,,,,,SAN PAULO DR,,,,,Y,N,N,3,9,Y,THU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,0,2,0,66,,,
13445496,N,N,N,N,N,N,N,9/3/2013,8:03 AM,13-31522,,152,270,N,Y,,,11,289,,1,3300,S,289,LOOP,N,N,60,N,N,,N,19,,,1,7100,,INDIANA,AVE,,,,,,,11,1,0,2,2,1,20,8:04 AM,POLICE RADIO,8:11 AM,9/3/2013,Y,TX1520200,1706,,,,8,2,4,20,64,42,1,2,1,21,21,152,270,33.52931223,-101.8845299,SL,289,,22.155,SL0289,,783,1,10.854,310,0.056,,,,,,,,,Y,Y,N,3,8,Y,TUE,5,0,10,10,23,2,6,300,114,72,4,0,0,2,20,5,2,20,5,2,3,4,12,69017,2014,69017,5.8,13.2,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,3,0,1,0,122,,,
13445611,N,N,N,N,N,N,N,8/28/2013,8:18 PM,13-240270,,71,136,N,Y,31.89855,-106.43318,19,,,1,9900,,KENWORTHY,ST,N,N,45,Y,N,,Y,19,,,1,4700,,WOODROW BEAN,,,,,,,,12,4,4,2,1,1,5,8:48 PM,DISPATCHED,8:52 PM,8/28/2013,Y,TX0710200,1259,,,164,8,2,2,36,64,49,1,2,1,21,21,71,136,31.89868318,-106.4331459,SL,375,,12.095,SL0375,4742,2552,1,12.037,22,0.044,,,,KENWORTHY ST,,,,,Y,Y,N,5,9,Y,WED,4,0,6,6,15,9,4,200,80,48,5,0,0,2,12,5,2,16,5,,3,4,12,13917,2014,13917,3.8,2.1,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,0,0,0,66,,,
13445665,N,N,N,N,N,N,N,9/7/2013,12:35 PM,13-32185,,152,270,N,N,,,16,,,7,6800,,SLIDE,RD,Y,N,20,N,N,PRIVATE ROAD/LOT,N,19,,,1,5200,,69TH,ST,,,,,LOCAL ROAD,,11,1,0,,1,1,1,12:40 PM,POLICE RADIO,12:46 PM,9/7/2013,Y,TX1520200,1706,,,,8,2,4,22,64,3,7,9,5,33,21,152,270,,,,,,,SLIDE RD,,,,,,,,,,,,,,,N,Y,N,3,8,N,SAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,12,0,3,0,,,,
13445821,N,N,N,N,Y,N,N,9/10/2013,10:39 AM,SAPD13198526,4140,15,379,N,Y,,,1,37,,1,1300,S,37,HWY,N,N,65,N,N,3 ANE LEVE FREEWAY,N,19,,,,2100,E,SOUTHCROSS,,,,,,2 ANE LEVEL OVERPASS,,12,1,0,,1,1,1,10:44 AM,DISPATCHED,10:50 AM,9/10/2013,Y,TXSPD0000,2473,,7,147,8,7,4,1,23,3,1,1,2,21,21,15,379,,,IH,37,,,IH0037,,,,,,,,,,,,,,,Y,Y,N,3,9,N,TUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,,,,
13446086,N,Y,N,N,N,N,N,9/9/2013,3:45 PM,,,181,317,N,N,30.11877,-93.73331,1,10,,1,,,NOT REPORTED,,N,N,75,N,N,,N,,,,,,,NOT REPORTED,,0.4,M,E,878,,,12,1,0,2,1,1,1,3:58 PM,DPS LUFKIN,4:21 PM,9/9/2013,Y,,10000,7,58,1,8,2,4,21,64,54,1,1,1,21,21,181,317,30.11876518,-93.73427511,IH,10,,877.328,IH0010,,28,14,23.311,878,0.4,,,,NOT REPORTED,,,,,N,Y,N,5,5,Y,MON,5,0,6,10,44,9,4,290,80,48,6,0,0,2,12,5,2,20,5,3,32,3,11,45680,2014,45680,2.3,30.1,32.4,1,391,1,1,20,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,135,,,
13446148,N,Y,N,N,N,N,N,8/30/2013,11:42 AM,0108981013H,,101,208,N,Y,,,2,59,,1,5000,S,SOUTHWEST,FWY,N,N,60,N,N,,N,19,,,,,,CHIMNEY ROCK,RD,,,,,,,11,1,0,,1,1,20,12:01 PM,HPD DISPATCHER,12:14 PM,8/30/2013,Y,TXHPD0000,2469,24,106,54,8,2,4,21,64,9,1,2,1,21,21,101,208,,,US,59,,,US0059,,,,,,,,,,,,,,,Y,Y,N,5,9,N,FRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,0,0,0,,,,
13446214,N,N,N,N,N,N,N,8/23/2013,11:10 PM,0106251613N,FSGI,101,208,N,Y,,,1,610,,1,1800,S,SOUTH LP W,RD,N,N,60,N,N,,N,19,,,,8701,,FANNIN,ST,,,,,,,11,4,0,,1,1,20,11:10 PM,ONVIEW,11:10 PM,9/10/2013,Y,TXHPD0000,2469,6,125,40,8,2,4,21,64,54,1,1,1,21,21,101,208,,,IH,610,,,IH0610,,,,,,,,,,,,,,,Y,Y,N,3,9,N,FRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,1,0,,,,
13446661,N,N,N,N,N,N,N,9/4/2013,6:10 AM,227390A,,61,107,N,N,,,19,,,1,4000,,FRANKFORD,RD,N,N,40,N,N,,Y,19,,,1,18100,,MIDWAY,RD,,,,,,,11,2,4,,1,1,21,6:15 AM,DISPATCHED,6:20 AM,9/4/2013,Y,TX0000006,2471,,,59,8,2,2,22,64,38,1,5,1,21,21,61,107,32.99719422,-96.84393255,,,,,FRANKFORD RD,,,,,,,,,,MIDWAY RD,,,,,N,N,N,5,9,Y,WED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,282,,,
13446863,N,N,N,N,N,N,N,8/29/2013,8:31 AM,13-001242,,61,262,N,Y,,,2,380,,1,26700,,US HWY 380,,N,N,65,N,N,CONCRETE,N,19,,,1,2000,S,PALOMA CREEK,BLVD,,,,,CONCRETE,,11,1,0,,1,1,1,8:33 AM,DISPATCH,8:43 AM,8/29/2013,Y,TX0611300,1674,,3,139,8,2,4,20,64,42,1,2,1,21,21,61,262,,,US,380,,,US0380,,,,,,,,,,,,,,,Y,Y,N,5,6,N,THU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,,,,
13447346,N,Y,N,N,N,N,N,9/12/2013,9:40 AM,SAPD13200144,4230,15,379,N,Y,,,3,410,,4,2200,SE,LOOP 410,,N,N,70,N,N,,N,19,,,,5200,,RIGSBY,AVE,,,,,,,11,1,0,2,1,1,1,10:46 AM,DISPATCH,10:49 AM,9/12/2013,Y,TXSPD0000,2473,,9,162,8,7,4,1,27,54,4,1,1,21,21,15,379,29.38676901,-98.39019819,IH,410,,37.002,IH0410,,521,6,36.715,36,0.446,,,,,,,,,Y,Y,N,5,9,Y,THU,5,0,4,10,55,2,4,300,76,48,2,0,0,2,14,5,2,14,5,3,41,4,11,55377,2014,55377,4.2,13.6,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,28,,,
13447370,N,N,N,N,N,N,N,9/5/2013,6:12 PM,,,170,1735,Y,Y,30.12572,-95.4433,1,45,,1,,,NOT REPORTED,,N,N,65,N,N,,N,15,,,,,,SAWDUST,,,,,,,,11,1,0,2,1,1,20,6:17 PM,DPS COMMUNICATIONS,6:23 PM,9/5/2013,Y,,10000,3,52,1,8,2,4,22,64,42,1,1,1,21,21,170,1735,30.12679866,-95.44321327,IH,45,,73.996,IH0045,,110,4,1.226,74,-0.023,,,,,,,,,Y,Y,Y,5,0,Y,THU,5,0,10,10,42,3,10,321,160,120,5,0,0,2,20,5,2,20,5,2,22,4,11,224537,2014,224537,5.5,4.6,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,0,0,0,15,,,
13447461,N,N,N,N,N,N,N,9/13/2013,8:30 AM,236698A,,57,107,N,Y,,,19,,,1,8000,,CHURCH HILL,WAY,N,N,40,N,N,,Y,2,75,,2,12400,N,CENTRAL,EXPY,,,,,SOUTHBOUND SERVICE RD,,11,1,4,,1,1,5,8:34 AM,DISPATCHED,8:40 AM,9/13/2013,N,TX0000006,2471,,,59,8,2,1,10,64,54,2,2,1,21,21,57,107,,,,,,,CHURCH HILL WAY,,,,,,,US,75,,US0075,,,,,Y,N,N,5,9,N,FRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,,,,
13447485,N,N,N,N,N,N,N,9/8/2013,8:00 PM,231154A,231156A,57,107,N,Y,,,19,,,1,8700,,SHILOH,RD,N,N,30,N,N,,N,19,,,,,,BLYTH,DR,,,,,,,11,4,0,,1,1,1,4:29 AM,DISPATCHED,4:38 AM,9/13/2013,N,TX0000006,2471,,,33,8,4,4,1,64,54,1,5,1,21,21,57,107,32.81190367,-96.66844765,,,,,SHILOH RD,8747,,,,,,,,,,,,,,Y,N,N,0,9,Y,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,282,,,
13447549,N,N,N,N,N,N,N,9/4/2013,10:23 AM,13090452,,31,53,N,Y,,,4,1419,,7,2514,,SOUTHMOST,BLVD,Y,N,30,N,N,,N,19,,,,3100,E,25TH,ST,,,,,,,12,1,0,,1,1,1,10:24 AM,VIA RADIO,10:33 AM,9/4/2013,Y,TX0310100,172,,125,29,8,2,4,40,64,12,7,9,5,33,21,31,53,,,FM,1419,,,FM1419,,,,,,,,,,,,,,,N,Y,N,5,8,N,WED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,0,0,0,,,,
13447583,N,N,N,N,N,N,N,9/10/2013,5:24 PM,1323332,,227,1792,Y,Y,30.27556,-97.81536,19,,,1,4100,,WESTBANK,DR,N,N,30,N,N,,N,19,,,,1300,,CAMP CRAFT,RD,,,,,,,12,1,0,,1,1,11,5:32 PM,PAGED/DISPATCHED,5:36 PM,9/13/2013,Y,TX2270000,2292,,29,117,8,2,4,21,64,3,1,4,1,21,21,227,1792,30.27661048,-97.81744173,,,,,WESTBANK DR,,,,,,,,,,,,,,,Y,N,Y,5,0,Y,TUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,90,,,
13447798,N,N,N,N,N,N,N,8/24/2013,9:01 PM,132361756,,227,22,N,N,,,19,,,1,4600,,TERI,RD,N,N,35,N,N,EAST BOUND,N,19,,,,5000,,TABLE TOP,TRL,,,,,NEAREST ROAD,,11,6,0,,1,2,1,8:36 PM,DISPATCH,8:45 PM,8/24/2013,N,TX2270100,74,1042,99,130,8,7,2,1,21,54,1,5,2,21,21,227,22,30.1960842,-97.74256129,,,,,TERI RD,4700,,,,,,,,,TABLE TOP TRL,,,,,Y,N,N,3,9,Y,SAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,90,,,
13447874,N,N,N,N,N,N,N,9/13/2013,5:30 PM,SAPD13201394,3130,15,379,N,N,,,2,281,,7,18140,,NOT REPORTED,,Y,N,15,N,N,HEB PARKING LOT,N,4,1604,,,1700,N,NOT REPORTED,,,,,,EASTBOUND ACCESS ROAD,,11,1,98,,2,1,8,5:36 PM,ON SITE,5:36 PM,9/13/2013,Y,TXSPD0000,2473,,29,131,8,2,3,22,64,42,7,9,5,33,21,15,379,,,US,281,,,US0281,,,,,,,,,,,,,,,N,Y,N,5,9,N,FRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,0,0,0,,,,
13448150,N,N,N,N,N,N,N,9/10/2013,1:20 PM,0113892213F,,101,208,N,Y,,,19,,,1,11200,,WESTHEIMER,RD,N,N,40,N,N,CONCRETE,N,19,,,,2400,,HAYES,,,,,,,,11,1,0,2,1,1,5,1:27 PM,DISPATCHED,1:38 PM,9/10/2013,Y,TXHPD0000,2469,18,128,21,8,2,2,22,64,38,1,3,1,21,21,101,208,29.73667762,-95.57613104,FM,1093,,47.292,FM1093,11299,1258,4,7.191,676,-0.903,,,,HAYES RD,,,,,Y,Y,N,5,9,Y,TUE,3,0,0,0,16,1,8,120,90,90,6,2,2,1,0,0,1,0,0,1,16,4,14,57922,2014,57922,3.9,1.4,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,0,0,0,15,,,
13448197,N,N,N,N,N,N,N,9/12/2013,1:51 PM,13-5701,,79,413,N,Y,,,19,,,1,13100,,SW FWY 59,,N,N,50,N,N,,Y,19,,,1,5100,,HWY 90A,,,,,,,,11,1,98,2,1,1,20,1:51 PM,POLICE DISPATCH,2:07 PM,9/13/2013,Y,TX0790500,2189,,,35,8,2,1,21,64,33,2,2,1,21,21,79,413,29.62812002,-95.59352533,UA,90,,153.145,UA0090,,27,8,29.49,680,-0.391,IH,69,,IH0069,,,,,Y,Y,N,5,7,Y,THU,3,0,4,10,56,9,4,175,76,46,4,0,0,2,8,5,2,20,5,2,48,4,12,28508,2014,28508,1.9,0.5,2.3,1,760,1,2,41,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,15,,,
